business_id,latitude,longitude,stars,review_count,is_open,RestaurantsGoodForGroups,GoodForKids,RestaurantsReservations,RestaurantsTableService,HappyHour,DogsAllowed,HasTV,BusinessAcceptsBitcoin,WheelchairAccessible,DriveThru,GoodForDancing,CoatCheck,Corkage,RestaurantsCounterService,Ambience_divey,Ambience_hipster,Ambience_casual,Ambience_touristy,Ambience_trendy,Ambience_intimate,Ambience_romantic,Ambience_classy,Ambience_upscale,Parking,music,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
lgu_KwQLd8TX2ewsNIzsjA,0.4010432172687754,-0.11004324893898103,1.2813884781836686,-0.5116294798868009,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
Y2NFeGtConx1qciSPKcRlA,-1.1880082340218594,-0.09572296942471291,-0.5172271201001788,-0.12160236435252364,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
7utsfp2dXJ09j8Gb9hAIvA,0.6649968540943274,0.9132607991735462,1.2813884781836686,-0.43515357488007983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
joeRm-_7T0XTkMdKo2nbaA,0.6540429683543794,0.909992622238861,1.2813884781836686,-0.29367315061764593,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
MuKoTR56s6elHEI2wUkgJA,0.3959138275821392,-0.10729421863858066,1.2813884781836686,1.0217124154979558,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
V6Om7YZhlRQRU7WfuxHq8Q,0.6373257235055242,0.9256733962216229,0.3820806790417449,1.0790693442529966,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
COclRBaXBjYpomS4syUmvg,0.6223218798647279,0.174212481894014,0.3820806790417449,-0.1254261596028597,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
DOl21AqtT74dUZ3kvXNNcA,0.6351778480878856,0.9262227865673958,1.2813884781836686,-0.16748790735655625,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
_v8Ccd70N6uXw8muQeyhOA,3.120450607561617,-1.7024105285340676,-0.5172271201001788,-0.5766339991425138,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
uE3yzH2l1A_FYciu95EptA,-0.10042980691132054,0.12404083590115204,0.3820806790417449,-0.17513549785722834,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
aYJjJMN8heS2PmkvsQzaZg,-1.180338217324723,-0.09449045171895418,1.2813884781836686,-0.2516114028639494,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
QkyEr9j7il9lJqseTbPe5w,0.6309408086162678,0.9098948683130225,-0.5172271201001788,-0.041302664095466554,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
LqaIFNWnwmy3PInuBDpAxg,1.3068558424864618,-1.8840063373767377,0.3820806790417449,-0.4083870081277275,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
dERS4qwl9v-Gwft-Ug8APA,0.6632500494165906,0.9278935319735324,0.3820806790417449,0.2837199321830978,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
-JStjL-8mRZq4ov4uI1FaQ,0.7141256605859553,0.9223131468145843,0.3820806790417449,-0.4083870081277275,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
NKplFLr1UebQxMLQAxALPQ,0.6286750549754042,0.17863656794710547,-0.5172271201001788,-0.4772153226337764,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
USyJiGIvZ8fHjRVaVTu1Zw,0.6369316347976972,0.9248719434193734,-1.4165349192421026,-0.5039818893861288,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
h2nBTqJVHAyltyeq7sZZ-w,0.5970936599035407,0.9212215308903685,0.3820806790417449,0.1116491459179755,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
9dm_v79s9-pefMahqp1SkA,0.608964865183399,0.17347012681840987,0.3820806790417449,-0.09483579760017127,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
iq0qAJ2Oc3myUTTMLseTXA,0.6386245712476268,0.8951621931692011,-0.5172271201001788,-0.5039818893861288,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
di5ihAL9VWoctHelY8kLTQ,0.6369558936989352,0.9229177094649016,0.3820806790417449,-0.4657439368827683,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
RCguFZat10TcbDMeeeM3IQ,0.5467372854555513,-2.1271207473144926,-1.4165349192421026,-0.49633429888545666,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
LTTRaIO-p4zjvXtw9zm1Wg,0.3980535245470851,-0.10592036811251868,0.3820806790417449,-0.4083870081277275,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
Bw0cpnfI-Y9QmjWzqS-oFg,0.6330336497591532,0.9253726120446006,0.3820806790417449,0.061939807663606836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1
I1h0GRYp86eX-XqwVXsSGA,-1.5321618954155074,0.42895765519677553,1.2813884781836686,0.5437380092059493,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
vG9aD-fvsIimgo-l7u8-AA,-0.09182445808522934,0.127446639858552,-2.3158427183840264,-0.08336441184916311,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
pJZq57-XUXnDU2yo8gmsUg,0.5606928419180159,-2.1288070701672375,0.3820806790417449,-0.1636641121062202,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
2y_CdkxEOJEJGyJApfCYpA,0.6009155196728554,0.9158562614405334,-0.5172271201001788,-0.3777966461250391,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
XyGRDrgCK0z4CiA6nhwEaw,-0.7418294230715905,-1.5296958012648638,1.2813884781836686,0.21106782242671285,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
mygIk3l_ShNNB-QbWlrRyg,-1.1962969527935807,-0.09091471152382047,-0.5172271201001788,-0.15984031685588415,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
BiBwdFcG0ynK50_g7zJTOg,-0.0763042659336068,0.12983559100373795,-0.5172271201001788,-0.2592589933646215,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
Ryt1Fhgz7sixMQSJiLyP_g,0.6382538086107615,0.9232879033414644,-2.3158427183840264,-0.5498674323901614,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0
XQfwVwDr-v0ZS3_CbbE5Xw,0.6840734657548628,0.921250903657252,-1.4165349192421026,-0.12924995485319574,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
MMRRS6YhVRx_iN5-JhMRYg,0.6379423039544793,0.9230664533398739,0.3820806790417449,2.21856032885314,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
cGa8ySpfmtfQKPkHJKHnUw,0.6913532676522963,0.9197838866277281,-1.4165349192421026,-0.4657439368827683,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
p21PCK17H3WL56KSr4Ykig,-1.5388382980917537,0.4251634741363751,0.3820806790417449,-0.3127921268693262,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
3y61A28PQDZ4weeeTRfIlA,0.6029412016218502,0.17307528533132907,0.3820806790417449,0.9108223532382103,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
qONvIS94nZhXYm-jccXyuw,-0.00955607206242523,0.15302109752114879,1.2813884781836686,-0.24014001711294122,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
SuQgcpL-aZeuyRjBdA0pHw,0.650468572217103,0.9142315857376537,-0.5172271201001788,-0.5116294798868009,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
YCwWrnOh8qUmQbgQ4p02AA,0.6427251529074796,0.9111386356036096,1.2813884781836686,-0.47339152738344037,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
qmxmUc4xzNt3ogaZLH8Eiw,0.6353126397699227,0.936857797185922,2.1806962773255925,-0.5460436371398254,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
iDGohK_mkqnAfLeWC4P4TQ,-0.05266353900616112,0.12586592927455043,1.2813884781836686,-0.148368931104876,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
D_sIoGDRaLJv0DAIc46MMA,-1.1778118338380026,-0.10013695685541127,1.2813884781836686,0.5513855997066214,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
zBHAoHU-SD7wECkKpTGImg,-1.5298516217954128,0.4110589622328729,0.3820806790417449,-0.41985839387873564,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
gu9H6XoryCn07BfPsSdeSw,0.6341246815582369,0.9124929549355573,-1.4165349192421026,-0.19043067885857257,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
wDwK7Im_rXO5nVeQn4lc3g,-0.07352331867304406,0.13767796495038923,-0.5172271201001788,-0.2822017648666378,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
UUOOjXAyk7dBpwTtKCnwyg,-1.5750029876124805,0.41391223357193363,1.2813884781836686,-0.38162044137537515,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
xkYOPbA8AL4jcQIN3xveoQ,-1.1712452786695422,-0.10609895499713694,0.3820806790417449,-0.18660688360823652,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
PxEiXqMAzzvp8GFlb5EoLg,0.6566501359840854,0.9234950824638727,-0.5172271201001788,0.13841571267032787,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
j8NhrBzy1op0BfVGdSOiXQ,1.298961235316565,-1.8876526858259992,-0.5172271201001788,-0.2745541743659657,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
UCMSWPqzXjd7QHq7v8PJjQ,-0.7635747691055405,-1.5226604454534731,1.2813884781836686,7.3539173500544575,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
mY02hIpeZSVCaWObvvyECA,0.39754070265810343,-0.10512162592146322,0.3820806790417449,-0.29367315061764593,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
OIES_WhdNux3PmvSuPM-8Q,-1.5239372543566612,0.42300046690026843,0.3820806790417449,-0.370149055624367,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
bRhnVTfuxDchyFguyDzuDQ,0.665137027994868,0.9264993517301066,-0.5172271201001788,-0.4848629131344485,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
ZYlDRSuhC-97FyqsPg1KCA,-1.173157655352885,-0.10265330640510309,1.2813884781836686,-0.1636641121062202,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
w0lcP2ngFaUpBGi5yzlYDw,-1.5485428595172575,0.42594463268274907,1.2813884781836686,1.8897139373242395,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
pym7c6ZFEtmoH16xN2ApBg,-1.1789486172332713,-0.09629311739302812,1.2813884781836686,4.153400725523182,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
9dGzGbNKLMP0_wOqI5GffQ,-1.552346032907909,0.4359434363919073,0.3820806790417449,-0.0298312783444584,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1
7lwe7n-Yc-V9E_HfLAeylg,0.635930632094209,0.9245942107779176,-0.5172271201001788,1.5761627267966833,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
WLLmkBjtN8mr2vWTU8aaCQ,0.6619895883374115,0.9099219226387246,-0.5172271201001788,-0.42750598437940773,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
WO5nr-4sjVs506BdCLL0aA,-1.5324075964099766,0.42057965059208824,0.3820806790417449,0.44431933269721197,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
JYDd5sgn18DqDnTnq_tBRQ,0.570943274118211,-2.1235107532353394,-1.4165349192421026,-0.370149055624367,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
5XXFFeHDa-lb-OcXGDKXpg,0.6619017833262705,0.909977380783545,1.2813884781836686,0.4213765611951957,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
rL68WmPRYvmSjRaQUoKwkQ,0.42468630395217677,-0.08830453920389002,-0.5172271201001788,-0.2745541743659657,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
i7LerGjkoxNPrlJ1oJpbXw,0.6782660363026397,0.9447494669146453,-1.4165349192421026,-0.48103911788411247,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
Q4q9xFDxErreYTMrRshP_Q,-1.5344014487878788,0.40747429337769697,-0.5172271201001788,-0.43515357488007983,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
Ah7mpTWpdflSaCZHKHx8Dg,0.6384572157669121,0.895104611864284,1.2813884781836686,-0.44662496063108803,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
TrBIfq2XPO854CcnaOULIw,3.1107401253445244,-1.700044396642447,-0.5172271201001788,-0.5001580941357927,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0
0l0R_1x2RC8pEwP-OG6UxA,-1.5540655357846913,0.42155988746892464,-0.5172271201001788,-0.5001580941357927,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
